0,Male,Mutt,Small,Black,Underbite,People,Fetching a ball,Jutty,
1,Male,Mutt,Medium,Black,Underbite,People,Fetching a ball,Darkmeat,
2,Male,Mutt,Large,Black,Underbite,People,Fetching a ball,Big Blackie,
3,Female,Mutt,Small,Black,Underbite,People,Fetching a ball,Invisaligni,
4,Female,Mutt,Medium,Black,Underbite,People,Fetching a ball,Auntie Squatty,
5,Female,Mutt,Large,Black,Underbite,People,Fetching a ball,Sourdough,
6,Male,Purebred,Small,Black,Underbite,People,Fetching a ball,Fur Brat,
7,Male,Purebred,Medium,Black,Underbite,People,Fetching a ball,Uncle Fetchy,
8,Male,Purebred,Large,Black,Underbite,People,Fetching a ball,Jawz,
9,Female,Purebred,Small,Black,Underbite,People,Fetching a ball,Princess Baller,
10,Female,Purebred,Medium,Black,Underbite,People,Fetching a ball,Miss Mouth,
11,Female,Purebred,Large,Black,Underbite,People,Fetching a ball,Big Lady,
12,Male,Mutt,Small,Black,Underbite,People,Fetching a ball,Boomerang,
13,Male,Mutt,Medium,Black,Underbite,People,Fetching a ball,Toothpaste,
14,Male,Mutt,Large,Black,Underbite,People,Fetching a ball,Jebediah,
15,Female,Mutt,Small,Black,Underbite,People,Fetching a ball,Fetcher,
16,Female,Mutt,Medium,Black,Underbite,People,Fetching a ball,General Cutie,
17,Female,Mutt,Large,Black,Underbite,People,Fetching a ball,Big Lady McGee,
18,Male,Purebred,Small,Black,Underbite,People,Fetching a ball,Braces,
19,Male,Purebred,Medium,Black,Underbite,People,Fetching a ball,Bruce Gillman,
20,Male,Purebred,Large,Black,Underbite,People,Fetching a ball,Brendan,
21,Female,Purebred,Small,Black,Underbite,People,Fetching a ball,Teef,
22,Female,Purebred,Medium,Black,Underbite,People,Fetching a ball,Tanners,
23,Female,Purebred,Large,Black,Underbite,People,Fetching a ball,Pookie Mookie,
24,Male,Mutt,Small,White,Underbite,People,Fetching a ball,Grinder,
25,Male,Mutt,Medium,White,Underbite,People,Fetching a ball,Buscemi,
26,Male,Mutt,Large,White,Underbite,People,Fetching a ball,Gnaw Gnaw Banks,
27,Female,Mutt,Small,White,Underbite,People,Fetching a ball,Notta Rabbit,
28,Female,Mutt,Medium,White,Underbite,People,Fetching a ball,Pizza Breath,
29,Female,Mutt,Large,White,Underbite,People,Fetching a ball,Ball Buster,
30,Male,Purebred,Small,White,Underbite,People,Fetching a ball,Chesterfield 7,
31,Male,Purebred,Medium,White,Underbite,People,Fetching a ball,Xanadu,
32,Male,Purebred,Large,White,Underbite,People,Fetching a ball,Cloudy,
33,Female,Purebred,Small,White,Underbite,People,Fetching a ball,Salty,
34,Female,Purebred,Medium,White,Underbite,People,Fetching a ball,Bing Bong,
35,Female,Purebred,Large,White,Underbite,People,Fetching a ball,White Bread,
36,Male,Mutt,Small,White,Underbite,People,Fetching a ball,Snowflake,
37,Male,Mutt,Medium,White,Underbite,People,Fetching a ball,Albino,
38,Male,Mutt,Large,White,Underbite,People,Fetching a ball,Whitey Bulger,
39,Female,Mutt,Small,White,Underbite,People,Fetching a ball,Flossy,
40,Female,Mutt,Medium,White,Underbite,People,Fetching a ball,White-out,
41,Female,Mutt,Large,White,Underbite,People,Fetching a ball,Titanic,
42,Male,Purebred,Small,White,Underbite,People,Fetching a ball,Clarence,
43,Male,Purebred,Medium,White,Underbite,People,Fetching a ball,Gettit,
44,Male,Purebred,Large,White,Underbite,People,Fetching a ball,Cameron,
45,Female,Purebred,Small,White,Underbite,People,Fetching a ball,Mandible,
46,Female,Purebred,Medium,White,Underbite,People,Fetching a ball,Polar Bear,
47,Female,Purebred,Large,White,Underbite,People,Fetching a ball,Iceberg Jones,
48,Male,Mutt,Small,Brown,Underbite,People,Fetching a ball,Fig,
49,Male,Mutt,Medium,Brown,Underbite,People,Fetching a ball,Brownie,
50,Male,Mutt,Large,Brown,Underbite,People,Fetching a ball,Scooby Dont,
51,Female,Mutt,Small,Brown,Underbite,People,Fetching a ball,Flea Barron,
52,Female,Mutt,Medium,Brown,Underbite,People,Fetching a ball,Spec,
53,Female,Mutt,Large,Brown,Underbite,People,Fetching a ball,Nottakat,
54,Male,Purebred,Small,Brown,Underbite,People,Fetching a ball,Crouton,
55,Male,Purebred,Medium,Brown,Underbite,People,Fetching a ball,Jawbreaker,
56,Male,Purebred,Large,Brown,Underbite,People,Fetching a ball,Newton,
57,Female,Purebred,Small,Brown,Underbite,People,Fetching a ball,Josie,
58,Female,Purebred,Medium,Brown,Underbite,People,Fetching a ball,Samantha B,
59,Female,Purebred,Large,Brown,Underbite,People,Fetching a ball,Whitney,
60,Male,Mutt,Small,Brown,Underbite,People,Fetching a ball,Milkdud,
61,Male,Mutt,Medium,Brown,Underbite,People,Fetching a ball,Hannibal,
62,Male,Mutt,Large,Brown,Underbite,People,Fetching a ball,Freddie Brown,
63,Female,Mutt,Small,Brown,Underbite,People,Fetching a ball,Tonsils,
64,Female,Mutt,Medium,Brown,Underbite,People,Fetching a ball,Jackie,
65,Female,Mutt,Large,Brown,Underbite,People,Fetching a ball,UPS,
66,Male,Purebred,Small,Brown,Underbite,People,Fetching a ball,Brady,
67,Male,Purebred,Medium,Brown,Underbite,People,Fetching a ball,Jamaal,
68,Male,Purebred,Large,Brown,Underbite,People,Fetching a ball,Marmaduke,
69,Female,Purebred,Small,Brown,Underbite,People,Fetching a ball,Coaster,
70,Female,Purebred,Medium,Brown,Underbite,People,Fetching a ball,Lauryn,
71,Female,Purebred,Large,Brown,Underbite,People,Fetching a ball,Bobo,
72,Male,Mutt,Small,Red,Underbite,People,Fetching a ball,Rudolph,
73,Male,Mutt,Medium,Red,Underbite,People,Fetching a ball,Ira,
74,Male,Mutt,Large,Red,Underbite,People,Fetching a ball,Jeffcoat,
75,Female,Mutt,Small,Red,Underbite,People,Fetching a ball,Myra,
76,Female,Mutt,Medium,Red,Underbite,People,Fetching a ball,Rutabaga,
77,Female,Mutt,Large,Red,Underbite,People,Fetching a ball,Lucy,
78,Male,Purebred,Small,Red,Underbite,People,Fetching a ball,Tic Tac,
79,Male,Purebred,Medium,Red,Underbite,People,Fetching a ball,Stop sign,
80,Male,Purebred,Large,Red,Underbite,People,Fetching a ball,Chieftain,
81,Female,Purebred,Small,Red,Underbite,People,Fetching a ball,Dottie,
82,Female,Purebred,Medium,Red,Underbite,People,Fetching a ball,Marmalade,
83,Female,Purebred,Large,Red,Underbite,People,Fetching a ball,Mrs. R,
84,Male,Mutt,Small,Red,Underbite,People,Fetching a ball,Snapper,
85,Male,Mutt,Medium,Red,Underbite,People,Fetching a ball,Strawberry,
86,Male,Mutt,Large,Red,Underbite,People,Fetching a ball,Blood,
87,Female,Mutt,Small,Red,Underbite,People,Fetching a ball,Bugsy,
88,Female,Mutt,Medium,Red,Underbite,People,Fetching a ball,Herring,
89,Female,Mutt,Large,Red,Underbite,People,Fetching a ball,Fishbone,
90,Male,Purebred,Small,Red,Underbite,People,Fetching a ball,Sarge,
91,Male,Purebred,Medium,Red,Underbite,People,Fetching a ball,Mouthy,
92,Male,Purebred,Large,Red,Underbite,People,Fetching a ball,Big Red,
93,Female,Purebred,Small,Red,Underbite,People,Fetching a ball,Raspberry,
94,Female,Purebred,Medium,Red,Underbite,People,Fetching a ball,Cinnabun,
95,Female,Purebred,Large,Red,Underbite,People,Fetching a ball,Scarlet,
96,Male,Mutt,Small,Black,Giant ears,People,Fetching a ball,Floppy,
97,Male,Mutt,Medium,Black,Giant ears,People,Fetching a ball,Rondo,
98,Male,Mutt,Large,Black,Giant ears,People,Fetching a ball,Dumbo,
99,Female,Mutt,Small,Black,Giant ears,People,Fetching a ball,DefJam,
100,Female,Mutt,Medium,Black,Giant ears,People,Fetching a ball,Margo,
101,Female,Mutt,Large,Black,Giant ears,People,Fetching a ball,Gurley,
102,Male,Purebred,Small,Black,Giant ears,People,Fetching a ball,Gravy,
103,Male,Purebred,Medium,Black,Giant ears,People,Fetching a ball,Montero,
104,Male,Purebred,Large,Black,Giant ears,People,Fetching a ball,Malik,
105,Female,Purebred,Small,Black,Giant ears,People,Fetching a ball,Jesse,
106,Female,Purebred,Medium,Black,Giant ears,People,Fetching a ball,Rona,
107,Female,Purebred,Large,Black,Giant ears,People,Fetching a ball,Candace,
108,Male,Mutt,Small,Black,Giant ears,People,Fetching a ball,Blevins,
109,Male,Mutt,Medium,Black,Giant ears,People,Fetching a ball,Todd,
110,Male,Mutt,Large,Black,Giant ears,People,Fetching a ball,Eerie,
111,Female,Mutt,Small,Black,Giant ears,People,Fetching a ball,Alice,
112,Female,Mutt,Medium,Black,Giant ears,People,Fetching a ball,Ghetto,
113,Female,Mutt,Large,Black,Giant ears,People,Fetching a ball,Parker,
114,Male,Purebred,Small,Black,Giant ears,People,Fetching a ball,Lester,
115,Male,Purebred,Medium,Black,Giant ears,People,Fetching a ball,Granderson,
116,Male,Purebred,Large,Black,Giant ears,People,Fetching a ball,Barcode,
117,Female,Purebred,Small,Black,Giant ears,People,Fetching a ball,Dirty,
118,Female,Purebred,Medium,Black,Giant ears,People,Fetching a ball,Gwyneth,
119,Female,Purebred,Large,Black,Giant ears,People,Fetching a ball,Soundz,
120,Male,Mutt,Small,White,Giant ears,People,Fetching a ball,Invisible,
121,Male,Mutt,Medium,White,Giant ears,People,Fetching a ball,Vanilla,
122,Male,Mutt,Large,White,Giant ears,People,Fetching a ball,Llama,
123,Female,Mutt,Small,White,Giant ears,People,Fetching a ball,Elf,
124,Female,Mutt,Medium,White,Giant ears,People,Fetching a ball,Rigby,
125,Female,Mutt,Large,White,Giant ears,People,Fetching a ball,Gimlet,
126,Male,Purebred,Small,White,Giant ears,People,Fetching a ball,Lord Wellington,
127,Male,Purebred,Medium,White,Giant ears,People,Fetching a ball,Dolph,
128,Male,Purebred,Large,White,Giant ears,People,Fetching a ball,Metzger,
129,Female,Purebred,Small,White,Giant ears,People,Fetching a ball,Elaine,
130,Female,Purebred,Medium,White,Giant ears,People,Fetching a ball,Polo,
131,Female,Purebred,Large,White,Giant ears,People,Fetching a ball,Listen,
132,Male,Mutt,Small,White,Giant ears,People,Fetching a ball,Hastings,
133,Male,Mutt,Medium,White,Giant ears,People,Fetching a ball,Helmut,
134,Male,Mutt,Large,White,Giant ears,People,Fetching a ball,Vernon,
135,Female,Mutt,Small,White,Giant ears,People,Fetching a ball,Banjo,
136,Female,Mutt,Medium,White,Giant ears,People,Fetching a ball,Bratty,
137,Female,Mutt,Large,White,Giant ears,People,Fetching a ball,Theresa,
138,Male,Purebred,Small,White,Giant ears,People,Fetching a ball,Barnaby,
139,Male,Purebred,Medium,White,Giant ears,People,Fetching a ball,Schebler,
140,Male,Purebred,Large,White,Giant ears,People,Fetching a ball,Votto,
141,Female,Purebred,Small,White,Giant ears,People,Fetching a ball,Glitter,
142,Female,Purebred,Medium,White,Giant ears,People,Fetching a ball,Tamzin,
143,Female,Purebred,Large,White,Giant ears,People,Fetching a ball,Choochie,
144,Male,Mutt,Small,Brown,Giant ears,People,Fetching a ball,Grady,
145,Male,Mutt,Medium,Brown,Giant ears,People,Fetching a ball,Marcellus,
146,Male,Mutt,Large,Brown,Giant ears,People,Fetching a ball,Brown bag,
147,Female,Mutt,Small,Brown,Giant ears,People,Fetching a ball,Cadence,
148,Female,Mutt,Medium,Brown,Giant ears,People,Fetching a ball,Claire,
149,Female,Mutt,Large,Brown,Giant ears,People,Fetching a ball,Ramen,
150,Male,Purebred,Small,Brown,Giant ears,People,Fetching a ball,Gordon,
151,Male,Purebred,Medium,Brown,Giant ears,People,Fetching a ball,Machlin,
152,Male,Purebred,Large,Brown,Giant ears,People,Fetching a ball,Clayton,
153,Female,Purebred,Small,Brown,Giant ears,People,Fetching a ball,Annie,
154,Female,Purebred,Medium,Brown,Giant ears,People,Fetching a ball,Reese,
155,Female,Purebred,Large,Brown,Giant ears,People,Fetching a ball,Soda,
156,Male,Mutt,Small,Brown,Giant ears,People,Fetching a ball,Ian,
157,Male,Mutt,Medium,Brown,Giant ears,People,Fetching a ball,Haywire,
158,Male,Mutt,Large,Brown,Giant ears,People,Fetching a ball,Marshall,
159,Female,Mutt,Small,Brown,Giant ears,People,Fetching a ball,Gyro,
160,Female,Mutt,Medium,Brown,Giant ears,People,Fetching a ball,Baylor,
161,Female,Mutt,Large,Brown,Giant ears,People,Fetching a ball,Poppy,
162,Male,Purebred,Small,Brown,Giant ears,People,Fetching a ball,Ratso,
163,Male,Purebred,Medium,Brown,Giant ears,People,Fetching a ball,Westbrook,
164,Male,Purebred,Large,Brown,Giant ears,People,Fetching a ball,Geronimo,
165,Female,Purebred,Small,Brown,Giant ears,People,Fetching a ball,Markeesha,
166,Female,Purebred,Medium,Brown,Giant ears,People,Fetching a ball,Gretel,
167,Female,Purebred,Large,Brown,Giant ears,People,Fetching a ball,Bubbles,
168,Male,Mutt,Small,Red,Giant ears,People,Fetching a ball,Speedo,
169,Male,Mutt,Medium,Red,Giant ears,People,Fetching a ball,Klugman,
170,Male,Mutt,Large,Red,Giant ears,People,Fetching a ball,Saban,
171,Female,Mutt,Small,Red,Giant ears,People,Fetching a ball,Heather,
172,Female,Mutt,Medium,Red,Giant ears,People,Fetching a ball,Aggie,
173,Female,Mutt,Large,Red,Giant ears,People,Fetching a ball,Alamo,
174,Male,Purebred,Small,Red,Giant ears,People,Fetching a ball,Blankenship,
175,Male,Purebred,Medium,Red,Giant ears,People,Fetching a ball,Pokey,
176,Male,Purebred,Large,Red,Giant ears,People,Fetching a ball,Santa,
177,Female,Purebred,Small,Red,Giant ears,People,Fetching a ball,Gumdrop,
178,Female,Purebred,Medium,Red,Giant ears,People,Fetching a ball,Natalie,
179,Female,Purebred,Large,Red,Giant ears,People,Fetching a ball,Vera,
180,Male,Mutt,Small,Red,Giant ears,People,Fetching a ball,Otto,
181,Male,Mutt,Medium,Red,Giant ears,People,Fetching a ball,Capra,
182,Male,Mutt,Large,Red,Giant ears,People,Fetching a ball,Palooka,
183,Female,Mutt,Small,Red,Giant ears,People,Fetching a ball,Tomato,
184,Female,Mutt,Medium,Red,Giant ears,People,Fetching a ball,Veronica,
185,Female,Mutt,Large,Red,Giant ears,People,Fetching a ball,Jill,
186,Male,Purebred,Small,Red,Giant ears,People,Fetching a ball,Dirk,
187,Male,Purebred,Medium,Red,Giant ears,People,Fetching a ball,Trumpet,
188,Male,Purebred,Large,Red,Giant ears,People,Fetching a ball,Diesel,
189,Female,Purebred,Small,Red,Giant ears,People,Fetching a ball,Candle,
190,Female,Purebred,Medium,Red,Giant ears,People,Fetching a ball,Pabst,
191,Female,Purebred,Large,Red,Giant ears,People,Fetching a ball,Jane,
192,Male,Mutt,Small,Black,Four legs/tail,People,Fetching a ball,Elwood,
193,Male,Mutt,Medium,Black,Four legs/tail,People,Fetching a ball,Growler,
194,Male,Mutt,Large,Black,Four legs/tail,People,Fetching a ball,Bummer,
195,Female,Mutt,Small,Black,Four legs/tail,People,Fetching a ball,Attitude,
196,Female,Mutt,Medium,Black,Four legs/tail,People,Fetching a ball,Tangles,
197,Female,Mutt,Large,Black,Four legs/tail,People,Fetching a ball,Croller,
198,Male,Purebred,Small,Black,Four legs/tail,People,Fetching a ball,Bowtie,
199,Male,Purebred,Medium,Black,Four legs/tail,People,Fetching a ball,Conklin,
200,Male,Purebred,Large,Black,Four legs/tail,People,Fetching a ball,Gomez,
201,Female,Purebred,Small,Black,Four legs/tail,People,Fetching a ball,Nira,
202,Female,Purebred,Medium,Black,Four legs/tail,People,Fetching a ball,Stacey,
203,Female,Purebred,Large,Black,Four legs/tail,People,Fetching a ball,Nimbus,
204,Male,Mutt,Small,Black,Four legs/tail,People,Fetching a ball,Murray,
205,Male,Mutt,Medium,Black,Four legs/tail,People,Fetching a ball,Eduardo,
206,Male,Mutt,Large,Black,Four legs/tail,People,Fetching a ball,Groucho,
207,Female,Mutt,Small,Black,Four legs/tail,People,Fetching a ball,Bird,
208,Female,Mutt,Medium,Black,Four legs/tail,People,Fetching a ball,Dirty,
209,Female,Mutt,Large,Black,Four legs/tail,People,Fetching a ball,Kolton,
210,Male,Purebred,Small,Black,Four legs/tail,People,Fetching a ball,Morty,
211,Male,Purebred,Medium,Black,Four legs/tail,People,Fetching a ball,Polanco,
212,Male,Purebred,Large,Black,Four legs/tail,People,Fetching a ball,Reggie,
213,Female,Purebred,Small,Black,Four legs/tail,People,Fetching a ball,Toby,
214,Female,Purebred,Medium,Black,Four legs/tail,People,Fetching a ball,Carmen,
215,Female,Purebred,Large,Black,Four legs/tail,People,Fetching a ball,Fiona,
216,Male,Mutt,Small,White,Four legs/tail,People,Fetching a ball,Eason,
217,Male,Mutt,Medium,White,Four legs/tail,People,Fetching a ball,Cueto,
218,Male,Mutt,Large,White,Four legs/tail,People,Fetching a ball,Latrell,
219,Female,Mutt,Small,White,Four legs/tail,People,Fetching a ball,Smarty,
220,Female,Mutt,Medium,White,Four legs/tail,People,Fetching a ball,Henrietta,
221,Female,Mutt,Large,White,Four legs/tail,People,Fetching a ball,Prancer,
222,Male,Purebred,Small,White,Four legs/tail,People,Fetching a ball,Mayo,
223,Male,Purebred,Medium,White,Four legs/tail,People,Fetching a ball,Chowder,
224,Male,Purebred,Large,White,Four legs/tail,People,Fetching a ball,Koufax,
225,Female,Purebred,Small,White,Four legs/tail,People,Fetching a ball,Claudia,
226,Female,Purebred,Medium,White,Four legs/tail,People,Fetching a ball,Britney,
227,Female,Purebred,Large,White,Four legs/tail,People,Fetching a ball,Envy,
228,Male,Mutt,Small,White,Four legs/tail,People,Fetching a ball,Finnegan,
229,Male,Mutt,Medium,White,Four legs/tail,People,Fetching a ball,Sandwich,
230,Male,Mutt,Large,White,Four legs/tail,People,Fetching a ball,Rizzo,
231,Female,Mutt,Small,White,Four legs/tail,People,Fetching a ball,Skittles,
232,Female,Mutt,Medium,White,Four legs/tail,People,Fetching a ball,Casper,
233,Female,Mutt,Large,White,Four legs/tail,People,Fetching a ball,Gumby,
234,Male,Purebred,Small,White,Four legs/tail,People,Fetching a ball,Donut,
235,Male,Purebred,Medium,White,Four legs/tail,People,Fetching a ball,Penguin,
236,Male,Purebred,Large,White,Four legs/tail,People,Fetching a ball,Pittsnoggle,
237,Female,Purebred,Small,White,Four legs/tail,People,Fetching a ball,Paxton,
238,Female,Purebred,Medium,White,Four legs/tail,People,Fetching a ball,Nico,
239,Female,Purebred,Large,White,Four legs/tail,People,Fetching a ball,Cumulus,
240,Male,Mutt,Small,Brown,Four legs/tail,People,Fetching a ball,Pullano,
241,Male,Mutt,Medium,Brown,Four legs/tail,People,Fetching a ball,Gavin,
242,Male,Mutt,Large,Brown,Four legs/tail,People,Fetching a ball,Molson,
243,Female,Mutt,Small,Brown,Four legs/tail,People,Fetching a ball,Vitamin,
244,Female,Mutt,Medium,Brown,Four legs/tail,People,Fetching a ball,Spotty,
245,Female,Mutt,Large,Brown,Four legs/tail,People,Fetching a ball,Gopher,
246,Male,Purebred,Small,Brown,Four legs/tail,People,Fetching a ball,Dante,
247,Male,Purebred,Medium,Brown,Four legs/tail,People,Fetching a ball,Chuck,
248,Male,Purebred,Large,Brown,Four legs/tail,People,Fetching a ball,Burton,
249,Female,Purebred,Small,Brown,Four legs/tail,People,Fetching a ball,Hoops McCann,
